geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
1033,-23.5403,-46.6364,"são paulo",SP
1020,-23.5525,-46.6296,"sao paulo",SP
1007,-23.5509,-46.6359,"sao paulo",SP
1031,-23.5425,-46.6353,"sao paulo",SP
1036,-23.5417,-46.6413,"sao paulo",SP
1046,-23.5453,-46.6441,"sao paulo",SP
1035,-23.541,-46.6426,"sao paulo",SP
1036,-23.5428,-46.6394,"sao paulo",SP
1045,-23.5428,-46.6415,"sao paulo",SP
1019,-23.5515,-46.6313,"são paulo",SP
1050,-23.5485,-46.6405,"sao paulo",SP
1046,-23.5464,-46.6431,"sao paulo",SP
1012,-23.5471,-46.6349,"sao paulo",SP
1001,-23.5498,-46.634,"são paulo",SP
1031,-23.5425,-46.6353,"sao paulo",SP
1014,-23.5453,-46.6336,"sao paulo",SP
1026,-23.54,-46.6297,"sao paulo",SP
1021,-23.5409,-46.6321,"sao paulo",SP
1041,-23.5446,-46.6392,"sao paulo",SP
1005,-23.5498,-46.6358,"sao paulo",SP
1021,-23.5442,-46.6326,"são paulo",SP
1001,-23.5513,-46.634,"sao paulo",SP
1005,-23.55,-46.6348,"são paulo",SP
1045,-23.5418,-46.6428,"sao paulo",SP
1048,-23.547,-46.6395,"são paulo",SP
1049,-23.5474,-46.6388,"sao paulo",SP
1022,-23.5445,-46.6315,"sao paulo",SP
1047,-23.5463,-46.6412,"sao paulo",SP
1050,-23.5487,-46.6416,"sao paulo",SP
1023,-23.543,-46.6319,"sao paulo",SP
1014,-23.5453,-46.6336,"sao paulo",SP
1020,-23.5519,-46.6292,"sao paulo",SP
1028,-23.5349,-46.6396,"sao paulo",SP
1046,-23.5451,-46.6438,"são paulo",SP
1001,-23.5505,-46.6343,"sao paulo",SP
1003,-23.549,-46.6352,"sao paulo",SP
1035,-23.541,-46.6426,"sao paulo",SP
1013,-23.5473,-46.6342,"sao paulo",SP
1026,-23.5398,-46.6303,"sao paulo",SP
1027,-23.5377,-46.6303,"são paulo",SP
1030,-23.543,-46.6332,"sao paulo",SP
1041,-23.5435,-46.6405,"sao paulo",SP
1050,-23.5489,-46.6425,"são paulo",SP
1046,-23.5461,-46.6448,"sao paulo",SP
1011,-23.5467,-46.6354,"sao paulo",SP
1046,-23.5459,-46.6432,"sao paulo",SP
1001,-23.5503,-46.6342,"são paulo",SP
1032,-23.5414,-46.6355,"sao paulo",SP
1022,-23.5443,-46.6323,"sao paulo",SP
1043,-23.5467,-46.6407,"sao paulo",SP
1046,-23.5452,-46.6438,"sao paulo",SP
1014,-23.5461,-46.6335,"são paulo",SP
1022,-23.5443,-46.6308,"sao paulo",SP
1017,-23.5498,-46.6304,"são paulo",SP
1039,-23.5418,-46.6398,"sao paulo",SP
1009,-23.5469,-46.6366,"são paulo",SP
1016,-23.5494,-46.6319,"sao paulo",SP
1012,-23.5466,-46.635,"sao paulo",SP
1046,-23.5454,-46.6432,"sao paulo",SP
1020,-23.5525,-46.6321,"sao paulo",SP
1020,-23.5525,-46.6321,"sao paulo",SP
1019,-23.5514,-46.6314,"sao paulo",SP
1048,-23.5467,-46.6394,"sao paulo",SP
1032,-23.5425,-46.6362,"sao paulo",SP
1011,-23.5467,-46.6354,"sao paulo",SP
1046,-23.5468,-46.6454,"sao paulo",SP
1050,-23.5499,-46.6431,"sao paulo",SP
1039,-23.5398,-46.637,"sao paulo",SP
1033,-23.5429,-46.6353,"sao paulo",SP
1009,-23.5491,-46.6376,"sao paulo",SP
1019,-23.5515,-46.6311,"sao paulo",SP
1032,-23.5416,-46.6353,"sao paulo",SP
1014,-23.5464,-46.6337,"sao paulo",SP
1009,-23.5463,-46.6362,"são paulo",SP
1012,-23.5489,-46.6347,"sao paulo",SP
1011,-23.5467,-46.6354,"sao paulo",SP
1032,-23.5407,-46.6356,"são paulo",SP
1001,-23.5505,-46.6343,"sao paulo",SP
1033,-23.5402,-46.6355,"sao paulo",SP
1031,-23.5425,-46.6353,"sao paulo",SP
1034,-23.543,-46.6376,"sao paulo",SP
1025,-23.5383,-46.6271,"são paulo",SP
1027,-23.5378,-46.6304,"sao paulo",SP
1031,-23.5422,-46.6357,"sao paulo",SP
1023,-23.5419,-46.6314,"são paulo",SP
1008,-23.5464,-46.6362,"sao paulo",SP
1007,-23.5511,-46.6357,"sao paulo",SP
1020,-23.5519,-46.6292,"sao paulo",SP
1046,-23.5468,-46.6454,"sao paulo",SP
1017,-23.5498,-46.6304,"sao paulo",SP
1050,-23.5487,-46.6424,"sao paulo",SP
1028,-23.5364,-46.6314,"sao paulo",SP
1035,-23.5428,-46.6396,"sao paulo",SP
1050,-23.5486,-46.6435,"sao paulo",SP
1046,-23.5454,-46.644,"sao paulo",SP
1023,-23.5437,-46.6321,"sao paulo",SP
1044,-23.5445,-46.6424,"sao paulo",SP
1005,-23.5488,-46.6384,"sao paulo",SP
1007,-23.5504,-46.6374,"sao paulo",SP
1049,-23.5478,-46.6402,"sao paulo",SP
1027,-23.5385,-46.6301,"sao paulo",SP
1004,-23.5495,-46.6343,"sao paulo",SP
1023,-23.5418,-46.6307,"sao paulo",SP
1050,-23.5507,-46.6434,"sao paulo",SP
1005,-23.5488,-46.6384,"sao paulo",SP
1014,-23.5461,-46.6335,"sao paulo",SP
1015,-23.548,-46.6335,"sao paulo",SP
1035,-23.541,-46.6426,"são paulo",SP
1034,-23.5424,-46.6365,"sao paulo",SP
1023,-23.543,-46.6319,"sao paulo",SP
1035,-23.541,-46.6426,"sao paulo",SP
1012,-23.548,-46.6346,"sao paulo",SP
1047,-23.5463,-46.6412,"sao paulo",SP
1046,-23.5461,-46.6448,"sao paulo",SP
1031,-23.5425,-46.6353,"sao paulo",SP
1037,-23.5459,-46.6397,"sao paulo",SP
1002,-23.5486,-46.6351,"sao paulo",SP
1034,-23.5421,-46.6375,"sao paulo",SP
1031,-23.5425,-46.6353,"sao paulo",SP
1046,-23.5464,-46.6431,"sao paulo",SP
1036,-23.5428,-46.6394,"sao paulo",SP
1028,-23.536,-46.6329,"sao paulo",SP
1027,-23.5386,-46.63,"sao paulo",SP
1028,-23.5364,-46.6314,"são paulo",SP
1014,-23.5453,-46.6336,"sao paulo",SP
1046,-23.5471,-46.6457,"sao paulo",SP
1018,-23.5502,-46.6319,"sao paulo",SP
1046,-23.5464,-46.6429,"sao paulo",SP
1018,-23.5502,-46.6319,"sao paulo",SP
1034,-23.5421,-46.6375,"sao paulo",SP
1031,-23.5373,-46.6339,"sao paulo",SP
1036,-23.5403,-46.6439,"sao paulo",SP
1020,-23.5512,-46.6283,"sao paulo",SP
1048,-23.5467,-46.6394,"sao paulo",SP
1017,-23.5489,-46.6312,"sao paulo",SP
1027,-23.5377,-46.6293,"sao paulo",SP
1020,-23.5525,-46.6314,"sao paulo",SP
1026,-23.5407,-46.6289,"sao paulo",SP
1037,-23.5443,-46.6383,"sao paulo",SP
1039,-23.5418,-46.6398,"sao paulo",SP
1021,-23.5446,-46.6325,"sao paulo",SP
1050,-23.5488,-46.6424,"sao paulo",SP
1017,-23.5486,-46.6314,"sao paulo",SP
1031,-23.542,-46.6348,"sao paulo",SP
1048,-23.5462,-46.6389,"são paulo",SP
1032,-23.538,-46.6347,"são paulo",SP
1045,-23.5428,-46.6415,"sao paulo",SP
1017,-23.5498,-46.6304,"sao paulo",SP
1033,-23.5429,-46.6353,"sao paulo",SP
1002,-23.5483,-46.6354,"sao paulo",SP
1023,-23.539,-46.6307,"sao paulo",SP
1045,-23.5423,-46.6428,"sao paulo",SP
1026,-23.5398,-46.6303,"sao paulo",SP
1050,-23.549,-46.6439,"sao paulo",SP
1017,-23.55,-46.6312,"sao paulo",SP
1015,-23.5496,-46.6291,"são paulo",SP
1040,-23.5431,-46.641,"são paulo",SP
1042,-23.5453,-46.6397,"são paulo",SP
1002,-23.5489,-46.634,"sao paulo",SP
1032,-23.5418,-46.635,"sao paulo",SP
1050,-23.5494,-46.6446,"sao paulo",SP
1030,-23.5384,-46.6329,"sao paulo",SP
1037,-23.5431,-46.6376,"são paulo",SP
1003,-23.549,-46.6349,"sao paulo",SP
1034,-23.5433,-46.6385,"sao paulo",SP
1033,-23.5369,-46.6358,"sao paulo",SP
1014,-23.5464,-46.6337,"sao paulo",SP
1004,-23.5508,-46.6353,"sao paulo",SP
1033,-23.5402,-46.6355,"são paulo",SP
1035,-23.5402,-46.6441,"sao paulo",SP
1014,-23.5468,-46.6334,"são paulo",SP
1049,-23.5478,-46.6406,"sao paulo",SP
1041,-23.5435,-46.6405,"sao paulo",SP
1005,-23.5495,-46.6374,"sao paulo",SP
1036,-23.5428,-46.6394,"sao paulo",SP
1002,-23.5486,-46.6351,"sao paulo",SP
1027,-23.5379,-46.6325,"sao paulo",SP
1017,-23.5497,-46.6305,"sao paulo",SP
1046,-23.5452,-46.6438,"sao paulo",SP
1050,-23.5498,-46.6458,"sao paulo",SP
1046,-23.5468,-46.6454,"sao paulo",SP
1050,-23.5488,-46.6428,"sao paulo",SP
1012,-23.5469,-46.6349,"são paulo",SP
1048,-23.5476,-46.6412,"sao paulo",SP
1045,-23.5429,-46.6434,"sao paulo",SP
1034,-23.5421,-46.6375,"sao paulo",SP
1036,-23.5417,-46.6413,"sao paulo",SP
1027,-23.538,-46.6319,"sao paulo",SP
1046,-23.5464,-46.6429,"são paulo",SP
1032,-23.5398,-46.6351,"sao paulo",SP
1045,-23.5423,-46.6428,"sao paulo",SP
1042,-23.545,-46.6402,"sao paulo",SP
1009,-23.5469,-46.6366,"sao paulo",SP
1031,-23.5425,-46.6353,"sao paulo",SP
1046,-23.5461,-46.6448,"sao paulo",SP
1009,-23.5463,-46.6362,"sao paulo",SP
1026,-23.5398,-46.6303,"sao paulo",SP
1021,-23.5449,-46.6324,"sao paulo",SP
1026,-23.5394,-46.6331,"são paulo",SP
1007,-23.5505,-46.6369,"sao paulo",SP
1046,-23.5452,-46.6438,"sao paulo",SP
1023,-23.5423,-46.6309,"sao paulo",SP
1036,-23.5438,-46.6375,"sao paulo",SP
1048,-23.5469,-46.6394,"sao paulo",SP
1046,-23.5461,-46.6448,"são paulo",SP
1050,-23.5506,-46.6433,"sao paulo",SP
1041,-23.5446,-46.6392,"são paulo",SP
1027,-23.538,-46.6319,"sao paulo",SP
1032,-23.5398,-46.6351,"sao paulo",SP
1001,-23.5505,-46.6343,"sao paulo",SP
1023,-23.5441,-46.6322,"sao paulo",SP
1032,-23.5407,-46.6356,"sao paulo",SP
1034,-23.543,-46.6376,"sao paulo",SP
1035,-23.5439,-46.6374,"sao paulo",SP
1023,-23.5436,-46.632,"são paulo",SP
1036,-23.5398,-46.6448,"sao paulo",SP
1046,-23.5472,-46.6429,"sao paulo",SP
1023,-23.5413,-46.6308,"sao paulo",SP
1027,-23.5379,-46.6305,"sao paulo",SP
1037,-23.5431,-46.6376,"sao paulo",SP
1007,-23.5501,-46.6379,"são paulo",SP
1007,-23.5509,-46.6359,"sao paulo",SP
1026,-23.5398,-46.6303,"sao paulo",SP
1032,-23.5398,-46.6351,"são paulo",SP
1006,-23.5505,-46.6367,"sao paulo",SP
1014,-23.5446,-46.6339,"são paulo",SP
1041,-23.5442,-46.6397,"sao paulo",SP
1035,-23.5439,-46.6374,"sao paulo",SP
1026,-23.5394,-46.6331,"sao paulo",SP
1025,-23.5405,-46.632,"são paulo",SP
1047,-23.5468,-46.6425,"sao paulo",SP
1046,-23.5461,-46.6448,"sao paulo",SP
1046,-23.5461,-46.6448,"são paulo",SP
1030,-23.5409,-46.6328,"sao paulo",SP
1050,-23.5488,-46.6424,"sao paulo",SP
1026,-23.5407,-46.6289,"sao paulo",SP
1035,-23.5432,-46.6389,"sao paulo",SP
1003,-23.5491,-46.6349,"sao paulo",SP
1050,-23.5499,-46.6431,"sao paulo",SP
1033,-23.5369,-46.6358,"sao paulo",SP
1008,-23.548,-46.6371,"são paulo",SP
1003,-23.5489,-46.6372,"sao paulo",SP
1004,-23.5495,-46.6345,"sao paulo",SP
1049,-23.5478,-46.641,"sao paulo",SP
1046,-23.5454,-46.6432,"sao paulo",SP
1047,-23.5473,-46.6414,"sao paulo",SP
1018,-23.5502,-46.6319,"sao paulo",SP
1045,-23.5423,-46.6421,"sao paulo",SP
1047,-23.5473,-46.6414,"sao paulo",SP
1017,-23.5489,-46.6312,"sao paulo",SP
1020,-23.5522,-46.6284,"são paulo",SP
1046,-23.5461,-46.6448,"sao paulo",SP
1014,-23.5453,-46.6336,"sao paulo",SP
1010,-23.5478,-46.6361,"são paulo",SP
1050,-23.5486,-46.6414,"sao paulo",SP
1042,-23.5454,-46.6397,"são paulo",SP
1001,-23.5513,-46.634,"sao paulo",SP
1038,-23.5437,-46.6397,"sao paulo",SP
1009,-23.5469,-46.6366,"sao paulo",SP
1004,-23.5495,-46.6343,"sao paulo",SP
1046,-23.5464,-46.6431,"sao paulo",SP
1019,-23.5522,-46.6308,"são paulo",SP
1008,-23.5449,-46.6353,"sao paulo",SP
1044,-23.5446,-46.6423,"sao paulo",SP
1036,-23.5402,-46.6442,"sao paulo",SP
1002,-23.5489,-46.634,"sao paulo",SP
1046,-23.5454,-46.644,"sao paulo",SP
1009,-23.5463,-46.6362,"sao paulo",SP
1009,-23.5463,-46.6362,"sao paulo",SP
1050,-23.549,-46.6428,"sao paulo",SP
1017,-23.5493,-46.6321,"sao paulo",SP
1008,-23.5447,-46.6351,"sao paulo",SP
1041,-23.5446,-46.6392,"são paulo",SP
1036,-23.5428,-46.6394,"sao paulo",SP
1013,-23.5477,-46.6341,"sao paulo",SP
1033,-23.5408,-46.6366,"sao paulo",SP
1045,-23.5425,-46.6429,"sao paulo",SP
1046,-23.5468,-46.6454,"sao paulo",SP
1017,-23.5493,-46.6321,"sao paulo",SP
1036,-23.5405,-46.6436,"sao paulo",SP
1039,-23.5418,-46.6398,"sao paulo",SP
1049,-23.5488,-46.6405,"sao paulo",SP
1043,-23.5447,-46.6425,"sao paulo",SP
1050,-23.5488,-46.6424,"sao paulo",SP
1042,-23.5451,-46.6401,"sao paulo",SP
1019,-23.5523,-46.6307,"sao paulo",SP
1037,-23.5465,-46.6401,"sao paulo",SP
1049,-23.5478,-46.6406,"são paulo",SP
1046,-23.5461,-46.6448,"sao paulo",SP
1001,-23.5498,-46.634,"sao paulo",SP
1035,-23.5439,-46.6374,"sao paulo",SP
1003,-23.5489,-46.6368,"sao paulo",SP
1014,-23.5465,-46.6341,"sao paulo",SP
1019,-23.5514,-46.6314,"sao paulo",SP
1015,-23.5496,-46.6291,"sao paulo",SP
1046,-23.5461,-46.6448,"sao paulo",SP
1050,-23.5485,-46.6407,"sao paulo",SP
1026,-23.5394,-46.6331,"são paulo",SP
1033,-23.5402,-46.6355,"sao paulo",SP
1032,-23.5398,-46.6351,"sao paulo",SP
1027,-23.538,-46.6319,"sao paulo",SP
1049,-23.5453,-46.637,"sao paulo",SP
1001,-23.5498,-46.634,"sao paulo",SP
1048,-23.5465,-46.6392,"sao paulo",SP
1048,-23.5476,-46.6412,"sao paulo",SP
1032,-23.5416,-46.6358,"sao paulo",SP
1035,-23.5402,-46.6441,"sao paulo",SP
1042,-23.5454,-46.6397,"sao paulo",SP
1050,-23.5496,-46.645,"sao paulo",SP
1011,-23.5467,-46.6354,"sao paulo",SP
1033,-23.5381,-46.636,"sao paulo",SP
1003,-23.549,-46.6352,"sao paulo",SP
1037,-23.5449,-46.6383,"sao paulo",SP
1017,-23.5489,-46.6312,"sao paulo",SP
1016,-23.5485,-46.6335,"sao paulo",SP
1050,-23.5487,-46.6424,"são paulo",SP
1011,-23.5476,-46.636,"sao paulo",SP
1010,-23.5457,-46.6346,"sao paulo",SP
1021,-23.5428,-46.6324,"sao paulo",SP
1034,-23.5421,-46.6375,"sao paulo",SP
1050,-23.549,-46.6419,"sao paulo",SP
1041,-23.5432,-46.6409,"são paulo",SP
1048,-23.5474,-46.6402,"sao paulo",SP
1026,-23.5398,-46.6303,"sao paulo",SP
1032,-23.5416,-46.6353,"sao paulo",SP
1009,-23.5469,-46.6366,"sao paulo",SP
1010,-23.5454,-46.6347,"sao paulo",SP
1007,-23.5477,-46.637,"sao paulo",SP
1014,-23.5453,-46.6336,"sao paulo",SP
1013,-23.5473,-46.6343,"sao paulo",SP
1014,-23.5469,-46.6333,"sao paulo",SP
1046,-23.5454,-46.6432,"sao paulo",SP
1042,-23.5453,-46.6397,"são paulo",SP
1022,-23.5445,-46.6315,"sao paulo",SP
1020,-23.5525,-46.6296,"sao paulo",SP
1001,-23.5493,-46.6336,"sao paulo",SP
1011,-23.5467,-46.6354,"são paulo",SP
1046,-23.5464,-46.6431,"sao paulo",SP
1034,-23.542,-46.6372,"sao paulo",SP
1006,-23.5495,-46.6362,"sao paulo",SP
1014,-23.5459,-46.6335,"sao paulo",SP
1050,-23.5487,-46.6438,"sao paulo",SP
1007,-23.5508,-46.6364,"sao paulo",SP
1020,-23.5525,-46.6316,"sao paulo",SP
1019,-23.5519,-46.6301,"sao paulo",SP
1020,-23.5525,-46.6321,"sao paulo",SP
1039,-23.5398,-46.637,"são paulo",SP
1050,-23.549,-46.6419,"sao paulo",SP
1022,-23.5445,-46.6329,"sao paulo",SP
1044,-23.5465,-46.6408,"sao paulo",SP
1001,-23.5505,-46.6343,"sao paulo",SP
1012,-23.5471,-46.6349,"sao paulo",SP
1046,-23.5461,-46.643,"sao paulo",SP
1050,-23.5489,-46.6425,"sao paulo",SP
1026,-23.5413,-46.6285,"sao paulo",SP
1020,-23.5525,-46.6296,"sao paulo",SP
1004,-23.5492,-46.6348,"sao paulo",SP
1017,-23.5497,-46.6305,"sao paulo",SP
1040,-23.5416,-46.6392,"sao paulo",SP
1009,-23.5491,-46.6376,"são paulo",SP
1050,-23.549,-46.6428,"sao paulo",SP
1046,-23.5461,-46.6448,"sao paulo",SP
1014,-23.5456,-46.6335,"são paulo",SP
1033,-23.5378,-46.6342,"sao paulo",SP
1047,-23.5469,-46.6414,"sao paulo",SP
1011,-23.5476,-46.636,"sao paulo",SP
1034,-23.5422,-46.6365,"sao paulo",SP
1009,-23.5469,-46.6366,"sao paulo",SP
1039,-23.5402,-46.6375,"sao paulo",SP
1014,-23.5465,-46.6335,"sao paulo",SP
1046,-23.5461,-46.6448,"sao paulo",SP
1005,-23.5488,-46.6383,"sao paulo",SP
1043,-23.5468,-46.6406,"são paulo",SP
1011,-23.5476,-46.636,"sao paulo",SP
1028,-23.5351,-46.6367,"sao paulo",SP
1005,-23.5497,-46.6367,"sao paulo",SP
1046,-23.5451,-46.6438,"são paulo",SP
1039,-23.5407,-46.6383,"sao paulo",SP
1031,-23.5442,-46.6363,"sao paulo",SP
1032,-23.5425,-46.6362,"sao paulo",SP
1045,-23.5418,-46.6428,"sao paulo",SP
1044,-23.5473,-46.6399,"sao paulo",SP
1033,-23.5407,-46.6379,"são paulo",SP
1009,-23.5463,-46.6362,"sao paulo",SP
1050,-23.5499,-46.6431,"sao paulo",SP
1047,-23.5457,-46.6405,"sao paulo",SP
1050,-23.5489,-46.6425,"sao paulo",SP
1026,-23.5393,-46.6334,"sao paulo",SP
1029,-23.5396,-46.6329,"sao paulo",SP
1039,-23.542,-46.64,"sao paulo",SP
1007,-23.5482,-46.6382,"são paulo",SP
1032,-23.5405,-46.6354,"sao paulo",SP
1005,-23.5488,-46.6384,"sao paulo",SP
1031,-23.5425,-46.6353,"sao paulo",SP
1037,-23.5461,-46.6398,"sao paulo",SP
1038,-23.5441,-46.6404,"sao paulo",SP
1004,-23.5495,-46.6343,"sao paulo",SP
1047,-23.5457,-46.6405,"sao paulo",SP
1027,-23.5382,-46.6314,"sao paulo",SP
1014,-23.5471,-46.6334,"sao paulo",SP
1006,-23.5503,-46.6366,"são paulo",SP
1007,-23.5503,-46.6374,"sao paulo",SP
1020,-23.5525,-46.6294,"sao paulo",SP
1014,-23.5463,-46.6334,"são paulo",SP
1030,-23.5372,-46.633,"sao paulo",SP
1005,-23.55,-46.6348,"sao paulo",SP
1010,-23.5454,-46.6347,"sao paulo",SP
1033,-23.5378,-46.6342,"sao paulo",SP
1046,-23.5454,-46.6432,"sao paulo",SP
1046,-23.5454,-46.644,"sao paulo",SP
1033,-23.5402,-46.6355,"sao paulo",SP
1040,-23.5409,-46.6382,"sao paulo",SP
1031,-23.5388,-46.634,"sao paulo",SP
1038,-23.5443,-46.6406,"sao paulo",SP
1050,-23.5499,-46.6431,"sao paulo",SP
1027,-23.5378,-46.6294,"sao paulo",SP
1004,-23.5496,-46.6341,"sao paulo",SP
1042,-23.545,-46.6402,"sao paulo",SP
1027,-23.5389,-46.6286,"são paulo",SP
1046,-23.5451,-46.6438,"sao paulo",SP
1050,-23.5499,-46.6431,"são paulo",SP
1037,-23.5452,-46.6379,"sao paulo",SP
1027,-23.538,-46.6295,"são paulo",SP
1001,-23.5505,-46.6343,"sao paulo",SP
1012,-23.5477,-46.6352,"sao paulo",SP
1033,-23.5408,-46.6365,"sao paulo",SP
1048,-23.5472,-46.6396,"sao paulo",SP
1050,-23.5487,-46.6438,"sao paulo",SP
1020,-23.5525,-46.6314,"sao paulo",SP
1007,-23.5501,-46.6379,"sao paulo",SP
1020,-23.5525,-46.6294,"sao paulo",SP
1050,-23.5499,-46.6431,"sao paulo",SP
1035,-23.5419,-46.6411,"sao paulo",SP
1050,-23.549,-46.6419,"sao paulo",SP
1046,-23.5454,-46.6432,"sao paulo",SP
1002,-23.5486,-46.6351,"sao paulo",SP
1004,-23.5502,-46.6352,"sao paulo",SP
1022,-23.5443,-46.6309,"sao paulo",SP
