order_id,order_item_id,product_id,seller_id,order_purchase_timestamp,price,freight_value,total_revenue,product_category
01422b2c3c27fa3bc464e72eaed9676b,1,3cb39171fd36c50097f2dedbbe0dfe6e,16090f2ca825584b5a147ab24aa30c86,"2018-04-09 10:11:17",28.49,18.23,46.72,automotive
0110688c40ff035d672af3aac1f38f10,1,79c0ace2ccf0da036e787875a49151a4,b32be1695eb7ec5f10f72d9610a12527,"2018-02-01 14:20:22",379,79.94,458.94,"Furniture Kitchen Service Area Dinner and Garden"
015975a1ff4fdab8ae6f42eaaffd39fb,1,5411e9269501a870cabf632f05655131,3d871de0142ce09b7081e2b9d1733cb1,"2018-01-09 20:58:34",129,38.45,167.45,"stationary store"
00fb278a99144cc1004b3ed1452ff5e1,1,eb551aa4ed7eb5e2839d5b7d2896bece,2138ccb85b11a4ec1e37afbd1c8eda1f,"2017-03-05 09:31:07",19.99,10.96,30.95,telephony
01c0514b1f2a7375948323b959cc5682,1,1bef08f119466a85a83919d5b80facd3,d2374cbcbb3ca4ab1086534108cc3ab7,"2017-07-25 20:38:52",15.9,16.79,32.69,"bed table bath"
027d2a0c2a94018f57fd1b15f32a18a3,1,5411e9269501a870cabf632f05655131,3d871de0142ce09b7081e2b9d1733cb1,"2018-01-04 16:52:07",129,13.92,142.92,"stationary store"
00119ff934e539cf26f92b9ef0cdfed8,1,21b1c2f67a9aafb5af0eb06c13b9dbda,c864036feaab8c1659f65ea4faebe1da,"2017-08-06 00:42:49",219.9,16.98,236.88,"sport leisure"
019ccfeea1ea9afbebdad57d65f2e36f,1,ead9ade61e81ab9e26d83640c3164e76,4bf2f4ee540798a61f9636d12cd9cc80,"2017-11-27 15:31:56",152,15.81,167.81,"Fashion Underwear and Beach Fashion"
01b02139ac5f79a5de2c56284af7bb3e,1,76d1a1a9d21ab677a61c3ae34b1b352f,c826c40d7b19f62a09e2d7c5e7295ee2,"2018-04-24 18:27:38",139.77,8.74,148.51,NULL
00e054d0da011d5016f31011af488f4f,1,4cb6e86e1328e77e20b5f90771683cbe,c3867b4666c7d76867627c2f7fb22e21,"2018-03-11 19:46:58",104,14.82,118.82,"sport leisure"
0191ee5deb2474bc1f4189fa709289b2,1,01a88bd2633c52bcc66348307cb3ae15,2b1a40c1daabc6ca280c4b815c101841,"2018-06-16 12:55:53",359.98,85.59,445.57,automotive
0191ee5deb2474bc1f4189fa709289b2,2,01a88bd2633c52bcc66348307cb3ae15,2b1a40c1daabc6ca280c4b815c101841,"2018-06-16 12:55:53",359.98,85.59,445.57,automotive
0220b52f0b019739726d80c64bd4bf08,1,729c55b4509d36c18b86f0bacc17ca5d,ea8482cd71df3c1969d7b9473ff13abc,"2017-12-20 08:36:49",24.99,15.1,40.09,telephony
0132158c30672a8c52997a2492613ec2,1,e9eebb8e8ba0fadb9020f8ba1c003b48,620c87c171fb2a6dd6e8bb4dec959fc6,"2017-03-13 23:23:23",399.9,13.41,413.31,perfumery
0214781b6f9215eb09fb1b78de35b07e,1,f5badee8a0e679f057ec0ca4f0f32dcb,e0a366315b1b726b6c7832d664c0f530,"2018-08-12 00:34:21",109.9,8.93,118.83,"Construction Tools Construction"
0343fa2096b6d04743321f9b9f62c1e0,1,dd12801e4d1919e84bf6f90167f22fb5,b499c00f28f4b7069ff6550af8c1348a,"2018-08-22 09:43:46",44.99,8.49,53.48,"Fashion Women's Clothing"
033e33708df28579692a3d19492c6553,1,04ea859686940874c6f624314a14070a,d624126b9206f595fb3fbb6ba03b28a8,"2017-12-11 14:23:38",129.9,15.67,145.57,automotive
00e1bdb3f1388c8ed222597ee4fa01e7,1,c4989935ece6a2e0c0c148ede45f640e,522620dcb18a6b31cd7bdf73665113a9,"2017-05-15 22:41:31",419.9,17.69,437.59,"musical instruments"
00fed9e582d5a3e38566872eec164ac6,1,1491a8ff192d4b5c369b0eaa2fe33ee5,37be5a7c751166fbc5f8ccba4119e043,"2017-09-26 14:49:01",179.99,26.1,206.09,"bed table bath"
00fed9e582d5a3e38566872eec164ac6,2,1491a8ff192d4b5c369b0eaa2fe33ee5,37be5a7c751166fbc5f8ccba4119e043,"2017-09-26 14:49:01",179.99,26.1,206.09,"bed table bath"
03330e2f4e93c51662a7c77d92a4e0fd,1,8203048d6e95e42c60a24edf3425ab90,cca3071e3e9bb7d12640c9fbe2301306,"2017-09-17 10:15:49",52.64,15.12,67.76,"Furniture Decoration"
00a690becda145533fa5a54daa7b6ad5,1,c2ece64199af7a53793ed9612a89a8cd,6c7d50c24b3ccd2fd83b44d8bb34e073,"2018-04-08 21:55:50",88.34,29.08,117.42,"Furniture Decoration"
03286323ba721edf10e38e1abeb159be,1,32bb152336c896d906a6344cdbe1993c,1025f0e2d44d7041d6cf58b6550e0bfa,"2018-03-07 19:30:53",230,18.52,248.52,"Furniture Decoration"
0067c6030d65af0ff98790158ddb0020,1,02ed3b595447e948efc3eac897e4df0e,640e21a7d01df7614a3b4923e990d40c,"2018-04-27 21:36:27",40.35,13.71,54.06,"bed table bath"
0132f39e8ad9b42ad2d41c847f44c0ed,1,fc13bac52be6640d9a77f54894e2c0e6,e24d3429d294b2eb200b064ebb035879,"2018-07-05 14:49:56",28.8,8.36,37.16,"HEALTH BEAUTY"
02c9b2b746777e4dadcf72941e5a010d,1,294d41c2e68c3452a16c269c5a969537,17e34d8224d27a541263c4c64b11a56b,"2017-04-14 18:09:37",194.99,23.29,218.28,perfumery
02de39953ce1cf1f7c6d46aac400ee82,1,44d097d59e8430f88a67517cd0c4f865,6560211a19b47992c3666cc44a7e94c0,"2018-07-23 13:01:19",69,18.58,87.58,"Fashion Bags and Accessories"
009838529bb913846ab6670d22865381,1,36826c711e5778c8d88a7311cc29c446,2d50d6282f8aa2257819a77bfaa0efe0,"2018-06-14 09:08:47",129,47.4,176.4,"bed table bath"
019d444bd00f1ccb4643de466f9a1525,1,632fe3d92c45b5c83f4102fadd94ee92,0dd184061fb0eaa7ca37932c68ab91c5,"2018-03-26 21:51:15",138,29.23,167.23,"Industry Commerce and Business"
028dc52e12ddda803ec1e35eb0b7b0d9,1,d86a6c48f83b045cbba6df84926a1f25,c8b3445d737de6befde0c88ede534a5e,"2017-12-19 09:43:54",49.99,11.73,61.72,toys
016c6bb57a9de6b4e8f938fa6dde61b3,1,566d15b940c0d5e7a0a37c82b8ce353f,de23c3b98a88888289c6f5cc1209054a,"2017-11-27 09:27:08",129.9,16.67,146.57,"stationary store"
009e11afa25aa95ae78e60a793995c9b,1,519f3a4ea67cdce4923fbc76badd6bd2,582d4f8675b945722eda7c0cb61ba4c7,"2017-10-19 23:56:16",30.99,34.15,65.14,"Garden tools"
004eab0fd8f28adaf8d488976f77febe,1,0c753fe6a58dfa7a27bda5de76e779c3,7586919161935337bf6b6d7ff5779648,"2017-08-02 15:32:46",21.5,11.98,33.48,"sport leisure"
0029f17cf0e7640c5cb6825af681303f,1,01c666c82f414c762ad21bffa56e8b49,d3dcf0604eabf0224fbd5948b5e02f69,"2018-05-02 11:59:06",94.9,18.54,113.44,toys
019636907d07b2433be000d9d6bed153,1,2b0ee2d07306f7c9ac55a43166e9bb4b,1900267e848ceeba8fa32d80c1a5f5a8,"2017-11-16 15:55:19",59.99,12.76,72.75,"bed table bath"
001b76dd48a5b1eee3e87778daa40df8,1,dbb67791e405873b259e4656bf971246,9c0e69c7bf2619675bbadf47b43f655a,"2018-03-26 17:42:53",81.99,13.01,95,"computer accessories"
008c3a655c66f4d92370d0d422732f69,1,f71a7c95a86564873cd996896b2976f6,955fee9216a65b617aa5c0531780ce60,"2018-03-04 23:15:49",90,9.44,99.44,"computer accessories"
010061e3aa0c6ed5e393dda0652bbee8,1,b22658be72921a967a7d592dfc61e54e,8931a84a914b3fe9b1ddaa4d704947ca,"2017-11-13 09:49:19",299,10.29,309.29,perfumery
01dd7b32b57e2e5633984f61e456b046,1,7d8e924f1da646ec896e1c0a80ef2f99,6481e96574816ead57975da2c0f6d80d,"2018-04-05 12:21:51",16,7.87,23.87,"SIGNALIZATION AND SAFETY"
00b4c651133c06fb175123a492f1cac3,1,87ea2f45559e10519513a20b24147316,6a38087bc8ad4f89ff453561005f6dea,"2018-08-17 12:56:21",158.9,14.59,173.49,"computer accessories"
03167be79e12e9d70dc67d864eea2300,1,2b4609f8948be18874494203496bc318,cc419e0650a3c5ba77189a1882b7556a,"2017-12-07 21:32:35",89.99,9.44,99.43,"HEALTH BEAUTY"
00c9f7d4b0e87781465e562dc109f6aa,1,1a0d662b65b5ef08796501b064c853af,2e0dba2da448400b1c11d7b4b22f32a4,"2017-05-21 19:21:32",14.99,15.1,30.09,automotive
00c9f7d4b0e87781465e562dc109f6aa,2,1a0d662b65b5ef08796501b064c853af,2e0dba2da448400b1c11d7b4b22f32a4,"2017-05-21 19:21:32",14.99,15.1,30.09,automotive
00c9f7d4b0e87781465e562dc109f6aa,3,1a0d662b65b5ef08796501b064c853af,2e0dba2da448400b1c11d7b4b22f32a4,"2017-05-21 19:21:32",14.99,15.1,30.09,automotive
00c9f7d4b0e87781465e562dc109f6aa,4,1a0d662b65b5ef08796501b064c853af,2e0dba2da448400b1c11d7b4b22f32a4,"2017-05-21 19:21:32",14.99,15.1,30.09,automotive
0025c5d1a8ca53a240ec2634bb4492ea,1,35537536ed2b4c561b4018bf3abf54e0,955fee9216a65b617aa5c0531780ce60,"2018-07-08 09:17:59",390,29.39,419.39,"sport leisure"
024f8681c73783017f7cd5d5b061be3a,1,6c321ed0f47858a8650f4104771224b5,6560211a19b47992c3666cc44a7e94c0,"2017-09-12 13:10:18",49,7.78,56.78,"Watches present"
0268c75309d105bb28b7523f57f46a69,2,42a2bd596fda1baef5719cb74f73030c,da8622b14eb17ae2831f4ac5b9dab84a,"2018-03-31 17:15:42",99.9,25.05,124.95,"bed table bath"
00685d31ae12e47470ba5c18ba74f22c,1,71bdf1a4d18c3cd68f108547f0b4cd1c,6fc26fe110feebd80a433e1f012a84f9,"2017-08-27 21:41:16",59,16.17,75.17,"Furniture Decoration"
0229bc966620f05d9d8fc29c704aa6ff,1,7564c1759c04fc0a38f2aa84f7a370ee,6860153b69cc696d5dcfe1cdaaafcf62,"2018-07-21 19:10:05",45.97,13.9,59.87,"Construction Tools Construction"
02624f7cd7272b3e027320023dbdc99b,1,3db75f31b76375c502f64d550dcd1166,85d9eb9ddc5d00ca9336a2219c97bb13,"2017-10-10 09:37:51",31.9,16.79,48.69,"computer accessories"
025884a2189930178d9ba3b1c6d0f9ba,1,a94036c0bb4dfce8d5762777c07b7be2,8160255418d5aaa7dbdc9f4c64ebda44,"2018-03-20 09:29:26",124.9,27.6,152.5,"bed table bath"
01a15ee6a1b9050e7678b72cb4c3b486,1,b0141fc41043ae23a16677f3a7e282b3,65febd49fd28ec955651299159b1f527,"2018-06-17 15:15:45",139.99,58.11,198.1,housewares
00ea33f994bec0bbfda582074083ae12,1,fb78b116998a9911245664c7823e1a95,ea8482cd71df3c1969d7b9473ff13abc,"2018-06-23 04:04:48",94.99,13.33,108.32,telephony
007c7cb12ef3567531307ca78d395758,1,15c30c08ae39469fbf52befff9569adb,7e93a43ef30c4f03f38b393420bc753a,"2018-02-20 11:31:56",179,16,195,electronics
017b84f6bee0e4287eb8a8c9f5df549e,1,c9c6fde711572c1ad99ca12728c6af00,562fc2f2c2863ab7e79a9e4388a58a14,"2018-02-14 00:50:56",29.99,34.15,64.14,telephony
02346fd715e28d8e4fdb6893cd121f71,1,165f86fe8b799a708a20ee4ba125c289,7ddcbb64b5bc1ef36ca8c151f6ec77df,"2017-11-08 21:08:02",146.99,16.66,163.65,"Cool Stuff"
02e4a3c7ec652c4ab1077763215580cf,1,ca36223e14b83df526098afff99de992,8f2ce03f928b567e3d56181ae20ae952,"2018-03-19 17:22:02",19,8.88,27.88,"sport leisure"
02e4a3c7ec652c4ab1077763215580cf,2,ca36223e14b83df526098afff99de992,8f2ce03f928b567e3d56181ae20ae952,"2018-03-19 17:22:02",19,8.88,27.88,"sport leisure"
01a26a995dcef1d58bdee5b8862c7a02,1,431d674f9a4fbd0957ecf6ba3fcb6899,53243585a1d6dc2643021fd1853d8905,"2017-09-15 20:36:53",299.99,14.35,314.34,telephony
028558cddca332b40b4ac4cb77407edf,1,a233df9a388d27dbdfd31731d4236db0,784ba75dd9d20200c4caed3d7a77141a,"2017-06-26 10:26:31",2649.99,134.17,2784.16,"computer accessories"
0161962c6c561d3acfaa3e2db9a14f96,1,6f7400c1577bd99fb7c9cd196edb6ae2,0c8380b62e38e8a1e6adbeba7eb9688c,"2017-09-12 13:29:37",99.9,25.54,125.44,"Furniture Decoration"
01ccc64a2b38fdb87c25cb1944934670,1,bd6e8cf9fe4122c385da2bcb9f979d5d,4e922959ae960d389249c378d1c939f5,"2017-08-12 11:22:27",89,17.06,106.06,telephony
01ccc64a2b38fdb87c25cb1944934670,2,bd6e8cf9fe4122c385da2bcb9f979d5d,4e922959ae960d389249c378d1c939f5,"2017-08-12 11:22:27",89,17.06,106.06,telephony
01f9f30f42a15cb09e70666d0df18856,1,f6fa93875f4a7dac03e0a22143f4d815,391fc6631aebcf3004804e51b40bcf1e,"2018-01-15 09:31:14",49.95,16.11,66.06,"bed table bath"
00a1e977cf6e672402963940db55d919,1,4834f24983a4f056e5ae64265f723aaf,5656537e588803a555b8eb41f07a944b,"2018-07-25 16:25:31",24.89,7.75,32.64,electronics
01074135a88ffa5978eaadfc7f482f2b,1,475af23239b1120761482ea242b1a271,f8db351d8c4c4c22c6835c19a46f01b0,"2018-03-30 10:53:54",89.9,26.71,116.61,"sport leisure"
01ec6affa239058ac384542eb9f6920c,1,aba86c093ccdbac75b09111d57e50004,7c67e1448b00f6e969d365cea6b010ab,"2017-12-12 22:18:58",114.6,18.52,133.12,"Furniture office"
027b81ccdf72434e7346aafdf630ff31,1,d285360f29ac7fd97640bf0baef03de0,2eb70248d66e0e3ef83659f71b244378,"2018-07-13 09:02:22",154.91,16.18,171.09,"Watches present"
024d4ef645f204e4f95cb2a0d9cc61f9,1,5b226d7c52f86ac72457617f78cff95d,1835b56ce799e6a4dc4eddc053f04066,"2017-10-29 09:07:09",56.99,16.16,73.15,"bed table bath"
024d4ef645f204e4f95cb2a0d9cc61f9,2,5b226d7c52f86ac72457617f78cff95d,1835b56ce799e6a4dc4eddc053f04066,"2017-10-29 09:07:09",56.99,16.16,73.15,"bed table bath"
01614e3e58906ab6c7e2f27e9b349f1a,1,f7a17d2c51d9df89a4f1711c4ac17f33,f8db351d8c4c4c22c6835c19a46f01b0,"2017-10-02 20:49:29",52.9,9.09,61.99,housewares
01786fff06f2f7e8a83950c4b3b424ea,1,382132cf96c88a277a65226833af5f61,b2ba3715d723d245138f291a6fe42594,"2017-12-16 12:04:31",59.9,9.34,69.24,"computer accessories"
016b1af508245e59ef75d83e3fe20a92,1,601a360bd2a916ecef0e88de72a6531a,7a67c85e85bb2ce8582c35f2203ad736,"2017-04-06 17:19:53",129.99,17.65,147.64,"Cool Stuff"
011bf86f1b7dacebda2c874333cf656b,1,9ecadb84c81da840dbf3564378b586e9,1025f0e2d44d7041d6cf58b6550e0bfa,"2018-03-09 19:44:33",35,19.32,54.32,"Furniture Decoration"
011bf86f1b7dacebda2c874333cf656b,2,9ecadb84c81da840dbf3564378b586e9,1025f0e2d44d7041d6cf58b6550e0bfa,"2018-03-09 19:44:33",35,19.32,54.32,"Furniture Decoration"
01ad4f241a16bff724de081b558f0f4d,1,448f0791c4d2fc5d250a401edfc208d4,a888faf2d1baececa6baf9c3d603ee1f,"2017-02-09 18:47:17",309.9,17.38,327.28,perfumery
033abfda50a317e7664dc789031fbdef,1,b94d4eb757243e4bb42453bd0be1958d,312ba1d77e9c332ef21f9598b7f64cd7,"2018-06-21 17:15:17",117,21.26,138.26,toys
00526a9d4ebde463baee25f386963ddc,1,0c4a0f8ab44f9acd2d04e7024f9ba362,7210cd29727d674c00741e5e387b3ccd,"2018-08-07 22:03:44",33.89,8.4,42.29,foods
00526a9d4ebde463baee25f386963ddc,2,0c4a0f8ab44f9acd2d04e7024f9ba362,7210cd29727d674c00741e5e387b3ccd,"2018-08-07 22:03:44",33.89,8.4,42.29,foods
00526a9d4ebde463baee25f386963ddc,3,0c4a0f8ab44f9acd2d04e7024f9ba362,7210cd29727d674c00741e5e387b3ccd,"2018-08-07 22:03:44",33.89,8.4,42.29,foods
00526a9d4ebde463baee25f386963ddc,4,0c4a0f8ab44f9acd2d04e7024f9ba362,7210cd29727d674c00741e5e387b3ccd,"2018-08-07 22:03:44",33.89,8.4,42.29,foods
022c0ddf029d7d3ba3d83bd524805629,1,84f456958365164420cfc80fbe4c7fab,4a3ca9315b744ce9f8e9374361493884,"2018-02-06 11:21:33",92,13.66,105.66,"bed table bath"
00611822267e76e0055c25c18506f06e,1,3d514fecadf6cef40a2a32a3c20cd1c8,23d7c96d4a1160db1c726b248601b25a,"2018-07-26 13:35:01",159.9,20.31,180.21,toys
026381d57420b32237d7d89a8daf21c9,1,cc81f952b83d2bdcfbd980e2a7249adf,718539d38d07dd351c76db862760e2e2,"2017-07-09 16:25:00",16.99,15.11,32.1,"pet Shop"
01dbd2da9b685e6d444416f7825d0931,1,165948b2c41e846df7d09b56826a747f,e5a3438891c0bfdb9394643f95273d8e,"2017-10-04 22:21:13",33.6,15.1,48.7,"Fashion Bags and Accessories"
0250c3964e5ca77ecac2db28d78aa89f,1,0aabfb375647d9738ad0f7b4ea3653b1,37515688008a7a40ac93e3b2e4ab203f,"2018-06-30 13:48:24",36.2,18.35,54.55,"Games consoles"
0231a1f06afc507072e11f93fa6e736b,1,93c902b021a9e594f658ab1b0351602a,2e90cb1677d35cfe24eef47d441b7c87,"2018-05-08 12:44:54",103.9,14.33,118.23,electronics
01b06b4d63c340902dbe3d9f8b2fe821,1,a659cb33082b851fb87a33af8f0fff29,817245bcc3badd82bbd222e0366951a6,"2018-06-08 11:42:51",84.9,13.03,97.93,automotive
01b06b4d63c340902dbe3d9f8b2fe821,2,a659cb33082b851fb87a33af8f0fff29,817245bcc3badd82bbd222e0366951a6,"2018-06-08 11:42:51",84.9,13.03,97.93,automotive
02725851051698269253f0823e7824b6,1,1c9b5793de6c3d9117b6218552c87a8f,3c7c4a49ec3c6550809089c6a2ca9370,"2017-09-04 21:54:22",18.9,7.78,26.68,perfumery
0190e75feb05f78ccb1b56853ca4f6cb,1,fe01b643060a6446e59f58e3021e66b3,2dee2ce60de9709b1a24083217181a1f,"2017-11-24 20:14:55",129.9,38.46,168.36,perfumery
01721e0729fcb75ab238248fdbb48eeb,1,7a10781637204d8d10485c71a6108a2e,4869f7a5dfa277a7dca6462dcf3b52b2,"2018-03-19 13:31:24",219,24.11,243.11,"Watches present"
00cb9736c0b43d6c1e2fbb2b88e69f6a,1,cebff45f1d1558430be0e07ac0df6a68,c003204e1ab016dfa150abc119207b24,"2018-01-29 10:23:47",99.9,26.84,126.74,automotive
02c5426a54d34d28a32088cf69167730,1,2ec8497962cc5f7730756635a5cbbf16,f8db351d8c4c4c22c6835c19a46f01b0,"2017-06-30 17:20:14",32.9,17.6,50.5,"Garden tools"
02e8498a91ec0e72dfaff47b27c805a3,1,76f4d017416dbf316f05abe3a1aa04df,7142540dd4c91e2237acb7e911c4eba2,"2017-11-03 13:40:44",84.9,17.84,102.74,"Fashion Calcados"
012f29911fcd2f1209d937741a6bbc6f,1,8c0bd0d6526379599b74a3a006d4c124,d66c305afaec317ebee552073a674429,"2017-05-16 15:39:55",27.99,14.08,42.07,NULL
019886de8f385a39b75bedbb726fd4ef,1,e9a69340883a438c3f91739d14d3a56d,1b4c3a6f53068f0b6944d2d005c9fc89,"2018-02-10 12:52:51",159.9,28.5,188.4,housewares
002b4e6fa42cd4a22cc86abc18fe9c05,1,a6f449f6257f26e556013151cee46b4b,b1a81260566c1bac3114a6d124413f27,"2018-03-11 10:24:44",99.9,19.67,119.57,"stationary store"
001862358bf858722e1e2ae000cfed8b,1,c6dd917a0be2a704582055949915ab32,7a67c85e85bb2ce8582c35f2203ad736,"2018-02-06 19:11:57",99.99,13.72,113.71,"Cool Stuff"
032de52b21013e176ee997c8f210dd66,1,1164c17af70425821f88bfbdc9e907a3,2d50d6282f8aa2257819a77bfaa0efe0,"2017-12-07 09:32:16",50,15.1,65.1,babies
001dbc16dc51075e987543d23a0507c7,1,777d2e438a1b645f3aec9bd57e92672c,4a3ca9315b744ce9f8e9374361493884,"2017-01-28 13:17:57",69.9,18,87.9,"bed table bath"
026b41054c5e6b7a4e94a971bb94193c,1,7aab18bec732db73232f712de3ba14fc,2b1a40c1daabc6ca280c4b815c101841,"2017-02-03 18:25:13",379,29.99,408.99,automotive
01ba72e24cf883d74c5479c0a626c740,1,fb060ad9a8625b626189641799bccf89,b1204cfda1d4948679db3cfc0d3cb95c,"2017-01-17 19:55:40",44.6,14.52,59.12,"sport leisure"
0071ee2429bc1efdc43aa3e073a5290e,1,00ffe57f0110d73fd84d162252b2c784,53e4c6e0f4312d4d2107a8c9cddf45cd,"2018-01-22 11:08:15",179.98,12.46,192.44,housewares
02701a0103fedd7310a8d575f9a8d291,1,ccd686475dbff77b93871eae4754526b,bacb1f0ed56ad24198f5810d2b3fe9a5,"2017-07-24 16:08:06",173.9,16.85,190.75,toys
031bf6514694552e5b2967d02e4c42b4,1,87d780fa7d2cf3710aa02dc4ca8db985,da8622b14eb17ae2831f4ac5b9dab84a,"2017-11-27 20:54:17",99.9,12.4,112.3,"bed table bath"
018fb228a3dd1a16349e73d2e41b239d,1,1fa52682d6938b129312ef4cffac1711,30829ded4523ab9224b93bc49a62c95f,"2018-01-13 15:59:39",190.9,17.1,208,"computer accessories"
0006ec9db01a64e59a68b2c340bf65a7,1,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,"2018-07-24 17:04:17",74,23.32,97.32,"bed table bath"
00024acbcdf0a6daa1e931b038114c75,1,7634da152a4610f1595efa32f14722fc,9d7a1d34a5052409006425275ba1c2b4,"2018-08-08 10:00:35",12.99,12.79,25.78,perfumery
01787af385123b93ba50c5f05530ee12,1,e988092a8afe5d9393a5c3a7ca17691c,da7039f29f90ce5b4846ffc0fcc93beb,"2018-05-15 17:33:50",49.8,7.39,57.19,"cine photo"
01787af385123b93ba50c5f05530ee12,2,e988092a8afe5d9393a5c3a7ca17691c,da7039f29f90ce5b4846ffc0fcc93beb,"2018-05-15 17:33:50",49.8,7.39,57.19,"cine photo"
00ce92d57f4f9a112bdb8a2a283e5f97,1,d1c427060a0f73f6b889a5c7c61f2ac4,a1043bafd471dff536d0c462352beb48,"2018-01-30 16:20:19",149,40.37,189.37,"computer accessories"
00d9ac423c9ad6781c0ed04e87666691,1,6cdd53843498f92890544667809f1595,ccc4bbb5f32a6ab2b7066a4130f114e3,"2017-10-03 11:54:16",349.9,29.3,379.2,"HEALTH BEAUTY"
015ed18d7ea7ca5c14f3c1decc55daf1,1,2fc7741cb6ea76e7164f448adc44652d,da8622b14eb17ae2831f4ac5b9dab84a,"2018-05-24 12:31:24",59.9,9.26,69.16,"bed table bath"
0070092bb6004faafa287e5fc35971e9,1,31a2f42a87890f87d77daebdfabc182e,4c03b9dd4c11ee2cb35c96c49efc9420,"2017-07-25 11:42:58",149,14.06,163.06,toys
00f6dbc6195397197ee147ee45607a2c,1,4e64dbe0b03dc0aba80f28b0b922c6b6,1b4c3a6f53068f0b6944d2d005c9fc89,"2017-05-01 17:23:57",49.9,14.52,64.42,telephony
02742159d4c85a23b993b6f11ae044ea,1,4fe644d766c7566dbc46fb851363cb3b,c31eff8334d6b3047ed34bebd4d62c36,"2018-01-15 13:37:28",139.99,14.37,154.36,Art
02593f8472d9ab3c2620b1b46166c231,1,677883eb52acde220f6d79fe67bba70a,850f4f8af5ea87287ac68de36e29107f,"2017-07-12 11:50:10",499.9,10.75,510.65,toys
029c366599ce117100419a093b7f6132,1,e71435b372f90893385344e8be3a7696,9baf5cb77970f539089d09a38bcec5c3,"2018-06-17 20:41:20",99.99,11.72,111.71,housewares
029b1d3a355dec12cfed60927f076a9d,1,2dd91cf063cf57cb0eebef072746daab,c70c1b0d8ca86052f45a432a38b73958,"2018-07-17 17:16:25",110.32,15.87,126.19,"HEALTH BEAUTY"
029b1d3a355dec12cfed60927f076a9d,2,2dd91cf063cf57cb0eebef072746daab,c70c1b0d8ca86052f45a432a38b73958,"2018-07-17 17:16:25",110.32,15.87,126.19,"HEALTH BEAUTY"
0113affd907a209209ab08413bb54226,1,19c91ef95d509ea33eda93495c4d3481,06a2c3af7b3aee5d69171b0e14f0ee87,"2018-07-09 20:46:49",122.99,63.11,186.1,"HEALTH BEAUTY"
01946da9e2db8bab61d79296c037ee1f,1,93c902b021a9e594f658ab1b0351602a,2e90cb1677d35cfe24eef47d441b7c87,"2018-01-06 17:48:40",97.9,16.94,114.84,electronics
021645306ea1563079aaec6e96f20d38,1,33e77eecc23c25a65d10f627e5053617,a7f13822ceb966b076af67121f87b063,"2017-04-01 21:57:17",129.96,29.1,159.06,"Furniture office"
00faa6afcde74aaa630e1d2fda2bb0f7,1,e583bb5fa3cb1e876a6ea48f21dfef34,7d7866a99a8656a42c7ff6352a433410,"2018-08-01 13:24:27",22.5,18.26,40.76,"party articles"
003edccf16bc5ec447f592913b3df2b4,1,500870614ddcf5bd84f7d26861026c8a,ef506c96320abeedfb894c34db06f478,"2018-07-07 09:02:51",14,50.85,64.85,telephony
02fab07a655ce404330d65b508f32d9e,1,63c4a70e0a12b4bd9475fca9e9937e76,d66c305afaec317ebee552073a674429,"2017-05-19 14:41:31",122.99,164.98,287.97,automotive
0046e1d57f4c07c8c92ab26be8c3dfc0,1,ff6caf9340512b8bf6d2a2a6df032cfa,38e6dada03429a47197d5d584d793b41,"2017-09-26 15:24:03",7.79,7.78,15.57,NULL
00ae7a8b4936674ebb701d4a23719a79,1,66f09a6de4f2ef63aaf5349b60a0e0c0,bf0d50a6410d487dc97d2baac0a8c0be,"2018-05-09 14:14:06",27.9,9.26,37.16,automotive
011abf147a69ba486bae3a74b6cd1814,1,3cc842aabeddd8ef0d633a10ef8a51aa,46dc3b2cc0980fb8ec44634e21d2718e,"2017-05-12 11:19:47",279.99,16.72,296.71,toys
00bcee890eba57a9767c7b5ca12d3a1b,4,55939df5d8d2b853fbc532bf8a00dc32,3bb548e3cb7f70f28e3f11ee9dce0e59,"2017-07-22 20:51:26",165.5,15.8,181.3,"computer accessories"
00bcee890eba57a9767c7b5ca12d3a1b,3,d143bf43abb18593fa8ed20cc990ae84,3bb548e3cb7f70f28e3f11ee9dce0e59,"2017-07-22 20:51:26",165.5,15.8,181.3,"computer accessories"
00bcee890eba57a9767c7b5ca12d3a1b,2,b7d94dc0640c7025dc8e3b46b52d8239,9c0e69c7bf2619675bbadf47b43f655a,"2017-07-22 20:51:26",175.91,52.69,228.6,"computer accessories"
00bcee890eba57a9767c7b5ca12d3a1b,1,6c90c0f6c2d89eb816b9e205b9d6a36a,3bb548e3cb7f70f28e3f11ee9dce0e59,"2017-07-22 20:51:26",165.5,15.8,181.3,"computer accessories"
0124e0c5bfae1979838a91e47df53f14,1,0bcc3eeca39e1064258aa1e932269894,1f50f920176fa81dab994f9023523100,"2018-02-08 15:31:37",49.9,12.48,62.38,"Garden tools"
00e365f4fc03d1098841af23d05c17a6,1,b5adf7b72a7eb667aafd446581c35f3f,7d13fca15225358621be4086e1eb0964,"2018-08-20 09:40:45",175,19.33,194.33,"Watches present"
0171ca1dc94d8ebde8bbd3b686f44c41,1,b3145c36d221143053908beb4564bad9,79ebd9a61bac3eaf882805ed4ecfa12a,"2018-04-27 19:50:37",64.9,19.42,84.32,"Furniture Decoration"
